Textos_espanol,sdg
"Conocimiento profesional en los estándares de posgrado australianos y áreas pedagógicas básicas. Las iniciativas de política implicaron mejorar la formación docente inicial y el desarrollo profesional, desarrollar estándares docentes o un marco de competencias y vincularlos con la evaluación docente, introducir etapas de carrera para los docentes, etc. (OCDE, 2015[ij, 2013(2]) - Cada vez más estudios de en las características de calidad de la formación docente en sistemas de alto rendimiento (Darling-Hammond, Wei and Andree, 2010p), Hammerness and Klette, 2015[4j, Darling-Hammond, 2006[5|, Darling-Hammond et al., Teaching standards have también han sido examinados y comparados (Toledo, Revai and Guerriero, 2017(9), Kleinhenz and Ingvarson, 2007(|0]), y la evidencia sobre su impacto en la formación docente se extiende a un número creciente de contextos localizados (Chung and Kim, 2010(H), Tummons, 2014(i2), Page, 2015[i3j, Kriewaldt, 2012[i4], Ceulemans, Simons y Struyf, 2012[i5j].",4
"Considera que el Nivel 2 en lectura y matemáticas es el nivel mínimo de competencia necesario para que los alumnos participen plenamente en la sociedad del conocimiento (véase la sección Definiciones). En Estonia, Finlandia y Japón, al menos el 83% de los alumnos alcanzan el Nivel 2 o superior tanto en lectura como en matemáticas, mientras que menos del 35% de los alumnos lo hacen en Brasil, Colombia y Costa Rica. Sin embargo, PISA también muestra sistemáticamente que un alto rendimiento y una mayor equidad no son mutuamente excluyentes (Figura 2). De hecho, poder mejorar el rendimiento de todos los estudiantes, independientemente de su origen, es necesario para que los países se conviertan en países de alto rendimiento y alcancen las metas del ODS 4. ",4
"Contribuye al estudio de la desigualdad educativa al evaluar cómo la forma en que se conceptualiza y mide la desigualdad educativa influye en las clasificaciones de los países. Tales opciones, a su vez, tienen implicaciones para las conclusiones de política que se extraen de las comparaciones internacionales. Estos valores se han incorporado cada vez más a un consenso global, ahora que forman un Objetivo de Desarrollo Sostenible explícito (Naciones Unidas, 2014), un objetivo del Banco Mundial (2015) y parte de la narrativa más reciente del Fondo Monetario Internacional (FMI) (FMI, 2017, Clements et al., Los mismos valores también han sido fundamentales para los objetivos de movimientos de protesta recientes como Occupy Wall Street y Los Indignados.",4
"Las prioridades actuales son la promoción y prevención de la salud, la salud medioambiental y el impacto de la migración. Los impuestos sobre el tabaco y el alcohol se utilizan para financiar el instituto nacional de lucha contra el alcoholismo y la drogodependencia, así como el CONAPAM (véase más arriba). La estrategia nacional contra las enfermedades no transmisibles y la obesidad define varios objetivos, entre ellos una reducción del 12% de la prevalencia del tabaquismo, una reducción del 15% de la ingesta de sal y una reducción del 2% de los niveles de obesidad infantil antes de 2021.",3
"Corea, otro país de Asia Oriental con alto rendimiento en PISA, se basa en el proceso de selección de candidatos a docentes, la capacitación docente previa al servicio y el proceso de evaluación nacional, todo lo cual sirve para garantizar que solo los mejores y más brillantes se unan a las filas de los docentes (OCDE, 2014a). Del mismo modo, Webb et al. (Incluso cuando la calidad de los docentes es similar, la evidencia disponible sugiere que la autonomía tiene un impacto positivo cuando se otorga a cambio de la rendición de cuentas.",4
"En Finlandia, varios centros o puestos de salud han empezado a utilizar un modelo de enfermera especializada en depresión. Una encuesta realizada en 2008 en todos los centros de salud finlandeses indicó que el 78% de todos los centros de salud tenían una enfermera especializada en depresión o psiquiatría y que el 61% de los centros habían adoptado una práctica uniforme para el cribado de la depresión (Partanen et al., Las enfermeras de salud mental desempeñan un papel cada vez más importante en la prestación de servicios de atención primaria de salud mental y algunos países, como Australia, han introducido incentivos económicos para apoyar y desarrollar esta función (Happell et al.,",3
"Cuando existía este tipo de apoyo, estaba fragmentado y no había una verdadera colaboración entre las instituciones de enseñanza superior de la región. El modelo del Fondo de Innovación de la Enseñanza Superior (HEIF) del Reino Unido podría servir de fuente de inspiración (véase el Capítulo 5). Una estrategia que hiciera hincapié en el desarrollo endógeno de la industria tradicional que se dedica a la I+D serviría mejor a la región.",4
"Cuando la instrucción se centra estrictamente en conocimientos, habilidades y formatos de preguntas específicos, los resultados de las pruebas se convierten en una medida cada vez más engañosa del rendimiento de los estudiantes (Hout y Elliott, 2011). Este problema a menudo se exacerba cuando los maestros perciben que las pruebas tienen mucho en juego como resultado de los sistemas de incentivos, también puede ser causado inadvertidamente si las pruebas no se actualizan con frecuencia. Por ejemplo, en Suecia, la prueba estandarizada de Year 5 se usa durante 2 años consecutivos y los maestros pueden, sin darse cuenta, ""enseñar para la prueba"" en el segundo año, lo que genera inflación en las calificaciones y reduce la validez de los resultados (Nusche, de próxima publicación). En Dinamarca, la enseñanza para el examen toma la forma de un mayor enfoque en las áreas de contenido evaluadas y un enfoque reducido en las habilidades creativas, innovadoras y orales (Wandall, 2010 citado en Shewbridge et al.,",4
"Europe & Central Asia Knowledge Brief, Vol. Por ejemplo, hay muchas posibilidades de mejorar la dieta para reducir el riesgo de enfermedades cardiovasculares y cáncer. En este contexto, la experiencia finlandesa (en Carelia del Norte) indica los considerables beneficios potenciales que pueden obtenerse modificando la dieta y otros factores de riesgo. Por lo que respecta al abuso de sustancias, los impuestos sobre el tabaco y el alcohol han ido en aumento, pero -según los datos internacionales disponibles- siguen estando por debajo de las normas europeas (Figura 3.17).26 Existen pruebas de que los bajos precios de estos productos fomentan un mayor consumo de tabaco y bebidas espirituosas (Treisman, 2008). Limitar la influencia de los grupos de presión de los productores contribuiría a aumentar la coherencia de las políticas y a reducir el consumo de sustancias a largo plazo. Las muertes de tráfico también podrían reducirse con medidas sencillas para reducir la velocidad de los vehículos mediante radares, el aumento de las multas por infracciones de tráfico y simples badenes pueden ser políticas rentables.",3
"Sin embargo, la legislación de 2010 sobre el sistema de seguro médico obligatorio parece haber reforzado el papel del sistema de seguros. Esto, a su vez, puede haber contribuido a los recientes descensos de la mortalidad y al alargamiento de la vida media. Sin embargo, dado el poco tiempo transcurrido desde la introducción de estos programas, probablemente sea demasiado pronto para juzgar el resultado final. Las encuestas (realizadas por el Centro Levada) muestran que la proporción de la población que indica que la calidad de la atención sanitaria ha mejorado durante el último año pasó del 11% en 2002 al 20% en 2008 (Tabla 3.3).",3
"Busca perfilar las políticas clave de calidad de la atención y comparar la medida en que se están empleando las políticas para monitorear y mejorar la calidad en el sistema de salud turco. Al describir la estructura de gobernanza de la calidad y el papel del Ministerio de Salud y las organizaciones afiliadas, el capítulo destaca cómo Turquía debe continuar con los pasos hacia una gobernanza más descentralizada y trabajar para alinear la gobernanza de los hospitales públicos y el sistema de salud pública. Al abordar la calidad de los insumos en el sistema de salud, el capítulo recomienda que Turquía continúe el impresionante trabajo iniciado en estándares de calidad y acreditación mientras trabaja para construir buenos sistemas de garantía de calidad y seguridad del paciente. El capítulo concluye con una recomendación de que Turquía desarrolle una política coherente sobre cómo fortalecer la infraestructura de información turca para facilitar el uso de indicadores de calidad.",3
"La subrepresentación de mujeres en puestos de alta responsabilidad puede estar relacionada con las importantes tasas de abandono de la fuerza laboral femenina a una edad temprana, ya que muchos de estos puestos son accesibles solo con una experiencia laboral considerable. La dificultad para acceder a altos cargos podría ser un factor adicional que disuada a las mujeres de ingresar o permanecer en el mercado laboral. En 2014, las tasas de desempleo de las mujeres jóvenes oscilaron entre el 19,1 % en Marruecos y el 69,2 % en Libia, una cifra considerablemente alta en comparación con la media del 16,2 % en los países de la OCDE (Gráfico 1.6).",5
